M,h,u,w,theta,delta_e,T,Tcom,gamma
0.3,1000,99.9905132290996,13.740648561158,0.119110884699417,0.030433471719417,3919.50060729272,6.61397731001334,-0.999999999999615
0.3,1000,99.9905132291001,13.7406485611543,0.119110884699374,0.030433471719047,3919.5006073142,6.61397731004959,-0.999999999999978
0.3,1000,99.9951379866565,13.7069521677699,0.136227189111824,0.0294441330319329,5506.0327658016,9.29117748149951,6.47482067961391e-13
0.3,1000,100.000327786998,13.6690380492899,0.153301331855743,0.0284627273082565,7089.33468963737,11.9629267802918,0.999999999999945
0.75,10000,224.390454048045,9.63987708620724,0.0254805893100561,-0.0850477348363675,2046.18897853118,8.66752749489352,-0.999999999999803
0.8,10000,239.44829336,7.65379359,0.02711831,-0.11299867,3434.22378358,14.09428792,-0.27703034
0.8,10000,239.448522792937,7.64661228782249,0.0445416159514371,0.110441074175301,5024.90567743546,20.6225545672221,0.722969663965941
