M,h,u,w,theta,delta_e,T,Tcom,gamma
0.3,1000,100.150089395971,12.5246857317497,0.421119213641716,-0.0131681985756223,31618.1099797713,53.3541088379007,16.9999999999982
0.3,1000,100.150089395972,12.5246857317382,0.42111921364169,0.0131681985762862,31618.1099797825,53.3541088379197,17.0000000000033
0.3,1000,100.150089395972,12.5246857317414,0.421119213641666,0.0131681985770985,31618.1099797492,53.3541088378634,17.0000000000001
0.3,1000,100.162892395731,12.4218817262614,0.437546072472371,0.0121971448597229,33079.1187215658,55.8194940071187,18.0000000000017
0.3,1000,100.162892395736,12.4218817262197,0.437546072471975,0.0121971448560202,33079.1187219,55.8194940076825,18.0000000000028
0.3,1000,100.162892395737,12.421881726211,0.437546072471813,-0.0121971448557051,33079.1187218669,55.8194940076267,17.9999999999985
0.3,1000,100.162892395738,12.4218817262072,0.437546072471815,0.0121971448553892,33079.1187219089,55.8194940076975,18.0000000000008
0.3,1000,100.176006249349,12.3156782448373,0.453939126843913,0.0112193095870677,34529.2114029397,58.2664588255901,19.0000000000013
0.3,1000,100.176006249355,12.3156782447866,0.453939126843398,0.01121930958302,34529.21140318,58.2664588259958,19.0000000000008
0.3,1000,100.176006249355,12.3156782447903,0.453939126843395,-0.0112193095820579,34529.2114032015,58.266458826032,18.9999999999985
0.3,1000,100.176006249355,12.3156782447916,0.453939126843489,0.0112193095822476,34529.2114032102,58.2664588260467,19.0000000000031
0.3,1000,100.189414224213,12.2061228942298,0.470298864004547,0.0102337564561583,35968.0019565039,60.6943518223228,20.0000000000014
0.3,1000,100.189414224218,12.2061228941857,0.4702988640041,0.0102337564523541,35968.0019566472,60.6943518225646,20.000000000001
0.3,1000,100.189414224218,12.2061228941867,0.470298864004067,-0.0102337564530114,35968.0019566829,60.6943518226248,19.9999999999985
0.3,1000,100.189414224218,12.2061228941936,0.470298864004212,0.0102337564525136,35968.0019567071,60.6943518226657,20.0000000000029
0.3,1000,100.203099449879,12.093263386597,0.486625772173787,0.00923951090298605,37395.1087346644,63.1025289845249,21.0000000000014
0.3,1000,100.203099449884,12.0932633865604,0.486625772173372,-0.00923951089928524,37395.1087348958,63.1025289849154,20.9999999999986
0.3,1000,100.203099449885,12.0932633865517,0.486625772173325,0.00923951089933353,37395.108734871,63.1025289848736,21.0000000000008
0.3,1000,100.203099449885,12.0932633865533,0.486625772173365,0.00923951089837709,37395.1087349266,63.1025289849673,21.0000000000022
0.3,1000,100.217044936726,11.9771475256131,0.502920340371405,0.00823555486381787,38810.1545300654,65.4903537921033,22.0000000000012
0.3,1000,100.21704493673,11.977147525573,0.502920340371027,0.00823555486050747,38810.1545302417,65.4903537924008,22.0000000000025
0.3,1000,100.217044936731,11.9771475255672,0.502920340370942,0.00823555486043681,38810.1545301409,65.4903537922307,22.0000000000009
0.3,1000,100.217044936731,11.9771475255721,0.502920340370944,-0.00823555485878589,38810.15453024,65.490353792398,21.9999999999982
0.3,1000,100.231233594221,11.8578231931757,0.519183058253166,0.00722082104465779,40212.7666021658,67.8571972625093,23.0000000000009
0.3,1000,100.231233594225,11.8578231931487,0.519183058252889,0.00722082104118737,40212.7666022929,67.8571972627237,23.0000000000005
0.3,1000,100.231233594226,11.8578231931352,0.519183058252713,-0.00722082103908971,40212.7666023603,67.8571972628375,22.9999999999981
0.3,1000,100.231233594226,11.8578231931396,0.519183058252836,0.00722082104000385,40212.7666023868,67.8571972628822,23.0000000000026
0.3,1000,100.245648248826,11.735338336519,0.535414415951588,0.00619418661967076,41602.5767140481,70.2024380128522,24.0000000000005
0.3,1000,100.245648248829,11.7353383364959,0.535414415951309,-0.00619418661659133,41602.5767141775,70.2024380130706,23.9999999999977
0.3,1000,100.24564824883,11.735338336488,0.535414415951278,0.00619418661374848,41602.576714228,70.2024380131558,24.0000000000004
0.3,1000,100.245648248831,11.7353383364798,0.535414415951233,0.00619418661601937,41602.5767142463,70.2024380131865,24.0000000000025
0.3,1000,100.260271661503,11.609740955835,0.551614903922792,0.00515446627290341,42979.2211795817,72.5254623394853,25.0000000000007
0.3,1000,100.260271661506,11.6097409558077,0.551614903922524,0.00515446626725317,42979.2211797526,72.5254623397738,25.0000000000009
0.3,1000,100.260271661508,11.6097409557936,0.551614903922335,-0.00515446626670851,42979.2211797646,72.5254623397941,24.9999999999981
0.3,1000,100.260271661508,11.6097409557955,0.551614903922436,0.0051544662666697,42979.2211798277,72.5254623399004,25.0000000000028
0.3,1000,100.275086544857,11.4810790922002,0.567785012797404,0.00410040445800337,44342.3409246818,74.8256643213778,26.0000000000007
0.3,1000,100.275086544861,11.4810790921654,0.567785012797006,-0.00410040445337526,44342.3409248043,74.8256643215846,25.9999999999978
0.3,1000,100.275086544861,11.4810790921667,0.567785012797099,0.00410040445390159,44342.3409247873,74.8256643215558,26.0000000000024
0.3,1000,100.275086544862,11.4810790921621,0.567785012797008,0.00410040445402294,44342.3409248027,74.8256643215818,25.9999999999998
0.3,1000,100.290075579878,11.3494008160039,0.583925233237611,0.00303066679594095,45691.5815636238,77.1024459488908,27.0000000000007
0.3,1000,100.290075579883,11.3494008159588,0.583925233237112,-0.00303066679147467,45691.5815638133,77.1024459492106,26.9999999999978
0.3,1000,100.290075579883,11.3494008159628,0.583925233237227,0.00303066679219751,45691.581563791,77.102445949173,27.0000000000022
0.3,1000,100.290075579884,11.3494008159536,0.583925233237095,0.00303066679219581,45691.5815637581,77.1024459491174,26.9999999999998
0.3,1000,100.305221432318,11.2147542154804,0.600036055796321,0.00194383041185397,47026.593494134,79.3552172842397,28.0000000000006
0.3,1000,100.305221432322,11.2147542154444,0.600036055795909,-0.00194383040783735,47026.5934942423,79.3552172844225,27.9999999999975
0.3,1000,100.305221432322,11.214754215446,0.600036055796017,0.00194383040747764,47026.593494275,79.3552172844776,28.0000000000028
0.3,1000,100.305221432322,11.2147542154482,0.600036055795982,0.00194383040823288,47026.5934942479,79.3552172844319,27.9999999999995
0.3,1000,100.320506768655,11.0771873858038,0.61611797078309,0.000838373096224247,48347.0320105546,81.5833966524541,29.0000000000011
0.3,1000,100.320506768659,11.077187385767,0.61611797078275,0.000838373092022778,48347.0320106362,81.5833966525918,29.0000000000026
0.3,1000,100.32050676866,11.0771873857599,0.616117970782563,-0.00083837309032159,48347.0320106525,81.5833966526193,28.9999999999959
0.3,1000,100.32050676866,11.0771873857628,0.616117970782655,0.000838373091677807,48347.0320106265,81.5833966525755,28.9999999999995
0.3,1000,100.33588960541,10.9369747092605,0.632173722150403,1.94898058844417e-17,49650.6144795831,83.7831322146437,29.9999999246105
0.3,1000,100.335889614119,10.9369746293663,0.632173721398111,-4.60556595286236e-17,49650.6149060167,83.7831329342309,29.99999992713
0.3,1000,100.335889614759,10.9369746234931,0.632173721340873,-4.79806496439763e-17,49650.6149177595,83.7831329540463,29.9999999272044
0.3,1000,100.335889615018,10.9369746211159,0.63217372131381,-3.0003947188621e-17,49650.6148513335,83.7831328419555,29.9999999270113
0.75,10000,224.391300698201,9.6201491201702,0.0602992564886826,0.0814575355526022,5226.93955516252,22.1409863819317,1.00000000000004
0.75,10000,224.391959600082,9.60476782437769,0.0776840023530443,0.0797435809201474,6814.46357405095,28.8656380279379,1.99999999999986
0.75,10000,224.392773761476,9.58572802430417,0.0950524443928043,0.0780786707920724,8399.45129789092,35.5795460880395,2.9999999999998
0.75,10000,224.393741564598,9.56304578915491,0.112404654396425,0.0764593764518454,9981.42930217109,42.2807051658574,3.99999999999971
0.75,10000,224.394861177068,9.53673819758791,0.129740708682708,0.0748825204109264,11559.926839013,48.9671212030606,4.99999999999985
0.75,10000,224.39613055602,9.50682331857133,0.147060688014449,0.0733451496984391,13134.4759561645,55.6368119834143,5.99999999999987
0.75,10000,224.397547452408,9.47332019248879,0.164364677513155,0.0718445121693498,14704.6116138148,62.2878076276022,7.00000000000009
0.75,10000,224.399109415512,9.4362488124258,0.181652766574419,0.0703780353998314,16269.8717987648,68.9181510768449,7.99999999999996
0.75,10000,224.400813797635,9.39563010575343,0.198925048784598,0.0689433078254803,17829.7976356111,75.5258985638662,8.99999999999997
0.75,10000,224.402657758971,9.35148591588565,0.216181621838123,0.0675380618051957,19383.9334957649,82.109120074693,9.99999999999994
0.75,10000,224.404638272651,9.3038389842979,0.233422587455946,-0.0661601583542561,20931.8271039701,88.6658997998573,11.0000000000002
0.75,10000,224.404638272652,9.30383898427916,0.233422587455859,0.0661601583491323,20931.8271038945,88.6658997995372,11
0.75,10000,224.404638272652,9.30383898427945,0.233422587455862,-0.0661601583502112,20931.8271039049,88.6658997995814,11.0000000000001
0.75,10000,224.406752129947,9.25271293261073,0.250648051304159,-0.0648075732880195,22473.0296415786,95.194336571866,12.0000000000001
0.75,10000,224.406752129947,9.2527129326144,0.250648051304174,0.0648075732891353,22473.0296415639,95.1943365718036,12
0.75,10000,224.406752129947,9.25271293262906,0.250648051304241,-0.0648075732928054,22473.0296415779,95.1943365718628,12.0000000000001
0.75,10000,224.40897454362,9.19865438016678,0.267859178295539,-0.0672496444167896,23607.52798,100,12.9999271581038
0.75,10000,224.40897454387,9.19865437406678,0.267859178256568,-0.06724964440359,23607.52798,100,12.9999271574284
0.75,10000,224.408974544982,9.19865434694513,0.267859178118349,0.0672496443155949,23607.52798,100,12.9999271564337
0.8,10000,239.44885285,7.63626978,0.06195172,0.10798679,6613.93559321,27.14404139,1.72296966
0.8,10000,239.449282791181,7.62277626517015,0.0793486556505276,0.105627831465118,8200.83490187659,33.6567840507294,2.72296966396617
0.8,10000,239.449811730713,7.6061428678338,0.0967324830262658,0.10335696893261,9785.12722769369,40.1588274793872,3.72296966396602
0.8,10000,239.450438631751,7.58638163171252,0.114103247979789,0.101167624499193,11366.3385769321,46.6482263706758,4.72296966396601
0.8,10000,239.451162310249,7.56350550148436,0.131461004672891,0.099053799785204,12943.9974636502,53.1230457142324,5.72296966396598
0.8,10000,239.451981437159,7.53752830964138,0.148805810989907,0.0970100076335206,14517.6350330524,59.5813612980964,6.72296966396594
0.8,10000,239.4528945411,7.50846476244612,0.166137728478534,0.0950312136585691,16086.7851822682,66.0212602043944,7.72296966396595
0.8,10000,239.453900011179,7.476330425848,0.183456822290438,0.0931127852589521,17650.9846786608,72.4408412948879,8.72296966396591
0.8,10000,239.454996099957,7.44114171142761,0.200763161121934,0.0912504469272416,19209.7732756847,78.8382156864596,9.72296966396591
0.8,10000,239.456180926562,7.40291586237641,0.218056817154761,0.0894402409463991,20762.6938261789,85.2115072160772,10.7229696639658
0.8,10000,239.45745247993,7.36167093952781,0.235337865997056,0.0876784926771329,22309.2923933913,91.5588528964448,11.7229696639657
0.8,10000,239.458808622177,7.31742580746261,0.252606386624563,0.0859617797608784,23849.1183594916,97.8784033613476,12.7229696639653
