alpha,alpha_dot,beta,beta_dot,P,Q,R,M,h,delta_a,delta_e,delta_r,CD,CC,CL,Cl,Cm,Cn,CD_a,CD_a_dot,CD_b,CD_P,CD_Q,CD_R,CD_delta_a,CD_delta_e,CD_delta_r,CC_a,CC_b,CC_b_dot,CC_P,CC_Q,CC_R,CC_delta_a,CC_delta_e,CC_delta_r,CL_a,CL_a_dot,CL_b,CL_P,CL_Q,CL_R,CL_delta_a,CL_delta_e,CL_delta_r,Cl_a,Cl_b,Cl_P,Cl_Q,Cl_R, Cl_delta_a,Cl_delta_e,Cl_delta_r,Cm_a,Cm_a_dot,Cm_b,Cm_P,Cm_Q,Cm_R,Cm_delta_a,Cm_delta_e,Cm_delta_r,Cn_a,Cn_b,Cn_b_dot,Cn_P,Cn_Q,Cn_R,Cn_delta_a,Cn_delta_e,Cn_delta_r

-10,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0477807390109031,-0.0229852387203142,-0.586969604776724,-0.0142938392911281,0.416185352009895,-0.0149619790473873,-0.443989875815107,-0.274937093617213,-0.0668175829172946,-0.061994202365451,-0.545689208349781,-0.136438473368437,0.0712140410188272,-0.03963846788968,-0.00834892729791037,0.0480353832183963,-1.06683552234938,3.01573643983845,0.0715234651596903,0.0766110104613106,-1.11178578541505,0.144731648983529,0.0533043558603383,-0.251657502564097,3.38309772878631,3.3775056752917,0.375013755962161,0.355430892858881,4.05576821227151,0.558182880702869,-0.32440737781636,-0.0421824459762021,0.0336313771420738,-0.00558424791541681,0.127327958063753,-0.279160847589673,0.000355570270548977,0.134021756626902,0.113139374718681,0.033243559934143,0.0494415006730038,-2.41578422666866,2.14609848611165,-0.560094526461663,-0.481254584655364,-6.09064689946464,-0.803622662334364,0.460703269520302,0.0527255026488982,-0.0538385483872528,0.0531134896027304,-0.573271595169251,2.00358003988518,0.192071992999091,0.10625416998056,-0.588264225186183,-0.0206875378815433,0.0331326552375534,-0.193985192125778
-8.83333333333333,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0399787339197174,-0.0223204789253634,-0.515274078576821,-0.0155254062683999,0.360906650305369,-0.0173604864458045,-0.384261672375028,-0.261760629724644,0.0888493157367304,-0.00512099210369078,-0.471910846561603,-0.0894225671682673,0.00861749182047566,-0.0474879952877538,-0.00322242498448921,0.0318186451236935,-0.440778426498839,3.01573643983845,0.0382664661539492,0.0691985651016318,-1.41692345003196,0.097578446611353,0.0512504171806469,-0.243009439275105,3.38740248716274,3.37375534602742,-0.23582730712457,0.0421029997585017,3.98869765130293,0.159955308106441,0.00484696235480975,-0.0203372736484742,0.00887204504085304,-0.0028746859751308,0.087875028942884,-0.307566965672853,0.0103879590673309,0.106945376948524,0.13654957651375,0.0345944044020594,0.0470729631175081,-2.37687364468442,2.14609848611165,0.397550191316709,-0.0684949019458661,-5.94031813614533,-0.273314495879556,-0.00554642256234139,0.0206046628631329,-0.017455385896703,0.043338022551985,-0.143080461745965,2.00358003988518,-0.00587301758762046,0.0968725177074572,-1.1344719384133,0.0915627401790534,0.0390710784923393,-0.197551571404601
-7.66666666666667,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0324276859218872,-0.0234123128261553,-0.445947868732932,-0.0152549069935026,0.3132234143528,-0.0178414119510317,-0.328770917031249,-0.245153385536372,-0.00990673784763418,0.0448407168828171,-0.415579799673508,0.0440424777922964,-0.0207224137702827,-0.0487252834671659,-0.0014110796145439,0.031837417817232,-1.03172472496978,3.01573643983845,0.0940512493863322,0.069231997432003,-1.05755960622465,0.135649032636277,0.0551556582182103,-0.242515623899986,3.41934889075246,3.37136698733159,-0.040890403403826,-0.0302460656091491,3.97466233228509,-0.0709281243408159,0.0337564659902423,-0.0156959069275153,0.00653631057501158,-0.00457129407582454,0.133137959658271,-0.306912382589284,0.0115519019814913,0.0874669492339633,0.132828084437858,0.0348302270604742,0.0466362724214908,-2.39809603497843,2.14609848611165,0.0493544033336457,0.0704715107556612,-5.90819253692843,0.154163452830799,-0.0622108988429515,0.014131739912715,-0.0128285398087735,0.0431719499320929,-0.641034700030567,2.00358003988518,0.0673784981585209,0.0956012791872659,-0.793094167789227,0.100640251844836,0.0412792958462069,-0.195943652366026
-6.5,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0259997663263827,-0.0174023316337142,-0.378068670837666,-0.0153654289216567,0.26888694299733,-0.0131101311508281,-0.272462250659813,-0.23171104747443,-0.249785848287602,0.115433896376494,-0.357601225471637,0.272922708262656,-0.0589914687752768,-0.0501893602567957,0.000724212287639414,0.0380746122872685,-1.627366648107,3.01573643983845,0.485813400446596,0.0843539687451415,-0.00534227847267548,-0.161436190559174,0.0409190191757655,-0.22079538645095,3.4554143569554,3.36936442571672,0.300507890380608,-0.170014041702776,3.95862962116782,-0.494234112023218,0.118637855067716,-0.00764301565592262,0.00141263188202512,-0.00686139632473728,0.149212687138248,-0.326303279251654,0.0141661792115797,0.044181711316377,0.146879342602085,0.0360965698407122,0.044966508692644,-2.43245366012446,2.14609848611165,-0.677361215742911,0.351146534822146,-5.86569759787834,1.02594151647753,-0.2309482112689,0.000647686694832394,-0.00251994253575027,0.048504596041523,-0.997590278442803,2.00358003988518,0.369480195500468,0.105740001820183,-0.0305463887152279,-0.133325748090385,0.0302463286685865,-0.17858392795167
-5.33333333333333,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0200303085760524,-0.0226665038417233,-0.308758365186466,-0.0149127442842047,0.22254097137222,-0.0170766121370305,-0.217292295805506,-0.218508201070961,0.013531117673167,0.0236906368199592,-0.309254392815868,-0.0205185954720964,-0.000609938077336669,-0.0470958940650135,-0.00221257671240149,0.0261674180443774,-1.39708673692715,3.01573643983845,0.144903870327892,0.0707849428300016,-0.744420731385105,0.0992639150720204,0.0562078357233334,-0.2322028515956,3.51516278641995,3.36820746851429,0.015297498344724,-0.0222180082305683,3.94527143410232,-0.10227296260818,0.0237894440174857,-0.0108987976082942,0.00640645627880687,-0.0110455200035865,0.12247461504437,-0.307149059070124,0.0177350751335056,0.0879579670714192,0.134312903390492,0.0363274816200278,0.0447799715553795,-2.52350918597044,2.14609848611165,-0.0189188209737123,0.0371241753015679,-5.81997939179179,0.181186354617999,-0.0296346659311997,0.00988402483248496,-0.012597282527671,0.0399688023309044,-0.823401770951061,2.00358003988518,0.119190008419903,0.0926535822737361,-0.590520992933341,0.0595976776808158,0.0418071305274825,-0.186862337183506
-4.16666666666667,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0163752361959944,-0.0237918750756822,-0.235609548071831,-0.0152765885323265,0.167516861125727,-0.0175842088003532,-0.16276934959529,-0.233930879059671,0.0272526055079478,0.0495821463895055,-0.238094237262822,0.0324284386929652,-0.031909517781252,-0.0497407028669794,-0.000348423147174259,0.0211247862866998,-1.54685763651075,3.01573643983845,0.0739305560467444,0.070366394701908,-0.7829952157709,0.141996058724524,0.0599511400120947,-0.230663774308561,3.52529405664076,3.36583534036458,0.0336521052896055,-0.0072498469060777,3.95286045505137,-0.0992979078419525,0.00514272545215633,-0.00748717490978157,0.00667948693411358,-0.00868274591562385,0.127063939061364,-0.30201113089859,0.0182993878404951,0.0919128076480757,0.132196324463974,0.0367142695334964,0.0440593447812235,-2.49684300256181,2.14609848611165,-0.0519305151805427,0.017421320969167,-5.85594550212925,0.176672195719036,-0.0056974490983408,0.00518530821280727,-0.0129183546665468,0.0355188775681345,-0.839841803082185,2.00358003988518,0.0653079481528247,0.0934300994617849,-0.667996483774383,0.0832829485860817,0.0438531711729334,-0.184888376089827
-3,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.013204466263078,-0.0253291514675441,-0.161319075198988,-0.0156568146259235,0.111120717028177,-0.0196247982951012,-0.115870196164443,-0.275364879601713,-0.225171592595011,0.0157104726547188,-0.168745301685986,0.0482106020539002,0.0376557589795538,-0.0479864458643141,-0.00478700671401044,0.0174179222336285,-5.95052249136498,3.01573643983845,0.640987117627867,0.0678447217241509,2.12672208872003,0.129347975262595,0.0624703379058927,-0.234745396982816,3.52552213237572,3.36413504602149,0.701296042112942,0.00919868512652726,3.95691182912401,-0.376247647162725,-0.0967839599805287,-0.00783436666318416,0.0124876271417884,-0.00537441584052417,0.415517002338127,-0.343829496765571,0.0187325981155016,-0.102376377476083,0.13722044507912,0.0368489983908551,0.0436215974436785,-2.46704980700216,2.14609848611165,-1.51323748047424,-0.0349291961841023,-5.86461209386022,0.746319586418382,0.225943934420991,0.0100512973483236,-0.0264870414734553,0.0305818492880514,-4.45456696218392,2.00358003988518,0.468875296274194,0.0918918251222713,1.61393001108035,0.117741112647327,0.0481680907086016,-0.191067649583029
-1.83333333333333,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.012711376925094,-0.0157125463310198,-0.0917475892012884,-0.0163888709345333,0.0656321796461275,-0.0115355736815471,-0.0682674170424287,-0.465624091089232,-0.123142340394938,0.0969853715344774,-0.0954470894692009,0.194403908908985,-0.0675331664709219,-0.0549720185406312,0.00134900213838093,0.0409013764266289,-1.43260157252769,3.01573643983845,0.476033815797514,0.0918158606977584,0.223235196988548,-0.298433330474211,0.0369797032747851,-0.195710332673189,3.52048165349839,3.36076005638249,0.233464271947176,-0.1405922642408,3.9736854034359,-0.535376116394164,0.113482408283516,0.007739616720015,-0.000786685016435085,-0.00251002009961365,0.0861242857258179,-0.320880128979086,0.0171306749367308,0.0597954998647325,0.157594127804736,0.0383800257184111,0.0408477275623195,-2.44063219667981,2.14609848611165,-0.511356357320997,0.288999698853819,-5.89074297740082,1.08779863350589,-0.229055332865019,-0.0205769745428852,0.00207977777375024,0.049169647775571,-1.11219959757283,2.00358003988518,0.398225877547868,0.113868232955742,0.311765574555146,-0.245421621124838,0.0269898240855271,-0.159260889988806
-0.666666666666666,0,0,0,0,0,0,0.3,1000,0,-21.5,0,0.0111175013583926,-0.0244606021236796,-0.0175664563405152,-0.016036605979259,0.0109282248509223,-0.0180613816127998,-0.0124945549087249,-2.11983836150942,0.00329071654940963,0.0432870234330862,-0.0239028106839368,0.00991081022571333,-0.0203768405906794,-0.0519871319599151,-0.000980376119678189,0.0251804262760627,-0.88028786182321,3.01573643983845,0.11783359813335,0.063345751616707,-1.05216446547894,0.111479218653857,0.0590245498470823,-0.212826161857076,3.49196728757179,3.34949795156025,-0.122476046841118,0.000449800966198543,4.00978666447264,-0.0418451214262137,-0.0209000318987518,0.00449297385397146,0.00503972156198212,0.000355236022507588,0.0862838270558261,-0.305240774841273,0.014472645741825,0.104883317901395,0.136812263797498,0.0373667420361032,0.0410887443238334,-2.39606858400901,2.14609848611165,0.222515645528169,-0.00245865463924031,-5.94913768633285,0.0745270179055749,0.043929097907798,-0.0111173888039245,-0.00984472278538207,0.0355341564689179,-0.396309518984096,2.00358003988518,0.0926432949168664,0.0903617991766017,-0.848936808357689,0.0659014482125644,0.043536342622004,-0.171490603329966
