alpha,alpha_dot,beta,beta_dot,P,Q,R,M,h,delta_a,delta_e,delta_r,CD,CC,CL,Cl,Cm,Cn,CD_a,CD_a_dot,CD_b,CD_P,CD_Q,CD_R,CD_delta_a,CD_delta_e,CD_delta_r,CC_a,CC_b,CC_b_dot,CC_P,CC_Q,CC_R,CC_delta_a,CC_delta_e,CC_delta_r,CL_a,CL_a_dot,CL_b,CL_P,CL_Q,CL_R,CL_delta_a,CL_delta_e,CL_delta_r,Cl_a,Cl_b,Cl_P,Cl_Q,Cl_R, Cl_delta_a,Cl_delta_e,Cl_delta_r,Cm_a,Cm_a_dot,Cm_b,Cm_P,Cm_Q,Cm_R,Cm_delta_a,Cm_delta_e,Cm_delta_r,Cn_a,Cn_b,Cn_b_dot,Cn_P,Cn_Q,Cn_R,Cn_delta_a,Cn_delta_e,Cn_delta_r
0.5,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0138175264628924,9.8459013612649e-18,-0.0351998513638465,3.47145045791623e-18,0.136821089743427,8.85219866768638e-18,-0.0290735552791084,-1.38172240275157,1.8985700286217e-05,1.79795357870924e-06,-0.137874051123136,1.67220532987775e-06,1.02117237235633e-05,-0.0546838314173168,3.42090637067693e-06,-1.30950488104823e-13,-0.51496743332107,0.0736675892733635,0.0746231913642945,-5.36632685811404e-12,-0.565222536827547,0.0419576913210099,-5.80908180314629e-14,-0.1996215215945,3.40453510706773,3.51990809162317,-1.10409637682496e-05,-2.31328253059611e-07,3.92936760319277,-7.59262743675938e-07,-2.40800955564335e-06,0.235990276567302,-2.10366973840692e-06,-1.1021855203884e-13,0.061943875466212,-0.292103192913131,-4.5576725647821e-12,0.069759464777961,0.133697138679096,-6.76932839293664e-14,0.0465686919099384,-2.24535347092158,2.0417678327396,2.6522213869562e-05,5.63755992969376e-07,-5.41063256912639,2.2205380330924e-06,1.69743497036023e-06,-0.404608646271676,6.97832652774011e-06,-9.80684754361335e-14,-0.391500514289447,0.090367152483387,0.0521749843038895,-4.63158076853533e-12,-0.442824931018924,0.0348105174905273,-3.99216802660366e-14,-0.165574236086192
1.66666666666667,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0139775421558888,1.08304914973914e-18,0.0345085013624542,-1.28009735635661e-18,0.0900975995296659,1.5621527060623e-18,0.0219233671912115,1.4048321592245,1.85872816270416e-05,1.78661029160303e-06,-0.0769637414198882,1.64937547582955e-06,1.01689538560545e-05,-0.0523353994111124,3.28283650263828e-06,1.33904258513203e-13,-0.51013924634127,0.0736675892733635,0.0683503765618299,7.00603784253777e-12,-0.56087181292697,0.0390223370622719,1.17166226199052e-13,-0.19522516165755,3.43827758964126,3.46832454089173,-1.1338233893432e-05,-2.6969329404128e-07,3.88866758493087,-7.91784436812976e-07,-3.89304567749438e-06,0.239145150961531,-2.11402929883864e-06,1.27792769982041e-13,0.061163494718965,-0.291547949369923,1.42889193922898e-12,0.0689711682869304,0.131316753541999,1.52743820148314e-13,0.0454961644698909,-2.2925484348367,2.0417678327396,2.64227000001949e-05,5.5996537957624e-07,-5.3326525074886,2.2197128235535e-06,3.29198363013816e-06,-0.407639969681045,6.78698805489653e-06,7.02968717728036e-14,-0.38810408478956,0.090367152483387,0.048348051904397,6.47107383972666e-12,-0.439756020288559,0.0313609087823037,7.81076353031151e-14,-0.16196366746069
2.83333333333333,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0144758178544961,1.34888848649329e-17,0.105934657117306,2.22389794960258e-17,0.0396984234171057,8.3748742297229e-18,0.0646309126036727,0.47668725041791,1.8228542095905e-05,1.77450301686262e-06,-0.0144175488018338,1.62774948108374e-06,1.04266231065742e-05,-0.0483975677649691,3.14452675703736e-06,-1.06335734701661e-13,-0.505570834259572,0.0736675892733635,0.0660855959295219,-2.57136495284631e-12,-0.557034636400784,0.0421308986415252,1.86087535727907e-13,-0.190978888616335,3.4682776364732,3.48841778287011,-1.15889510488021e-05,-2.24708055836094e-07,3.90291904015274,-8.22814167566722e-07,-4.81795991991163e-06,0.243431597902327,-2.11830067375907e-06,-2.83574109281032e-13,0.0603036310019885,-0.287825023045095,-1.94624936550155e-12,0.0680037059834313,0.130911780855101,1.51008094919356e-13,0.044422927160798,-2.36826130498045,2.0417678327396,2.62438920595187e-05,4.0372502091877e-07,-5.3651952971076,2.21665481513754e-06,3.79027746688632e-06,-0.413413391884276,6.59181945139586e-06,-4.86003064108272e-14,-0.384670676100967,0.090367152483387,0.0497553259757885,6.40537765861268e-13,-0.436818894709178,0.0336166493397436,2.10890615318411e-13,-0.158477218818082
4,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0160163806101789,5.31678673508305e-18,0.177269915238058,-2.43001532054136e-18,-0.0110328864332818,7.9192463571214e-18,0.112772200095632,0.315702360472562,1.78389140612079e-05,1.74373669463999e-06,0.0522294316423268,1.60427936938519e-06,1.01385654038832e-05,-0.0439688526594761,3.00626992050246e-06,-1.77226224502768e-14,-0.501449141434587,0.0736675892733635,0.0602185707717518,1.2670493970547e-12,-0.553726707690077,0.0429095885406321,1.45719340146721e-13,-0.186875101140621,3.47520305379878,3.49420584110362,-1.17987000725073e-05,-3.16711716846041e-07,3.91002034168347,-8.5232415456866e-07,-5.99493371611359e-06,0.247364657379456,-2.11688971907265e-06,-8.20130170682709e-14,0.0595860075635787,-0.285283073349805,-1.97088543341929e-12,0.0672443886622523,0.129170182674178,1.39291949623889e-13,0.0433963602427181,-2.40353707690828,2.0417678327396,2.6023577182066e-05,5.19861173478462e-07,-5.36844384475703,2.21236748116472e-06,4.91125884752308e-06,-0.418381258192844,6.3938143841924e-06,-3.97047146124169e-14,-0.381493230162161,0.090367152483387,0.0464078032410141,-7.39082037532233e-14,-0.434153329360019,0.0339821646172875,1.01973857201289e-13,-0.155099756166295
5.16666666666667,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0188868631229096,-7.87672108901192e-19,0.247682917785806,2.60358784343717e-18,-0.0604428998414002,-1.07397998541783e-18,0.165753274969892,0.266730231683841,1.74109922312926e-05,1.72754530149276e-06,0.120464826534347,1.57827292163505e-06,9.81384466747226e-06,-0.0398505289168904,2.86844516889095e-06,-4.72603265340715e-14,-0.49810186521407,0.0736675892733635,0.0515183068393376,-1.04345244463328e-12,-0.551360986873673,0.0427038521896607,1.10274095246167e-13,-0.182971784906225,3.46052662961394,3.49790865826745,-1.19833792888713e-05,-3.41751990335551e-07,3.90946556842105,-8.82735492638021e-07,-7.09160674627896e-06,0.250666325459781,-2.1097756874866e-06,-1.73572522895811e-15,0.0590677079174575,-0.283811310050195,-1.16610721477308e-12,0.0667538232554278,0.126972423677406,1.03275651123008e-13,0.0424296437431233,-2.40468417512685,2.0417678327396,2.57756718746727e-05,5.03254345977956e-07,-5.35950562150649,2.21145867028538e-06,5.88672402490609e-06,-0.422262318358069,6.19309076244079e-06,-5.1529342734694e-14,-0.37890823083561,0.090367152483387,0.0399941334338762,-5.9537164134541e-13,-0.432227543879017,0.0332761076302344,1.07235274301568e-13,-0.151877007738477
6.33333333333333,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0231069636112204,-9.8459013612649e-18,0.317181552289033,1.14557865111236e-17,-0.108342799495182,-6.03164517062945e-18,0.220007263905392,0.255047233658573,1.69450939391247e-05,1.7205166152581e-06,0.179448818809918,1.55270428767394e-06,9.83887488842372e-06,-0.0363671939921512,2.73132242517571e-06,-4.72603265340715e-14,-0.495640192079505,0.0736675892733635,0.0425683941321486,0,-0.550135835932341,0.0431353646160438,2.36301632670358e-14,-0.179325160986644,3.43374491561632,3.50094797568157,-1.21572168998441e-05,-3.70747507550147e-07,3.91354474327761,-9.10784385443908e-07,-7.96488319743105e-06,0.253557578454577,-2.09714912102754e-06,-1.2931152955738e-13,0.0587590187134849,-0.282647099539403,-1.16610721477308e-12,0.0665226905109897,0.125387289633839,3.0375191506767e-14,0.0415302654482381,-2.38511645204567,2.0417678327396,2.55318935438176e-05,4.9457832748422e-07,-5.35829882779471,2.20698895677296e-06,6.36894370575902e-06,-0.425325340654009,5.99015115287926e-06,-1.95269088257788e-14,-0.376994501089743,0.090367152483387,0.0337713735572209,-2.62784724455905e-13,-0.43120880032574,0.0328324771720392,-4.25252681094738e-14,-0.148854325448603
7.5,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0283273183746818,7.87672108901192e-18,0.38817279094473,-4.77324437963481e-19,-0.159474887125172,1.04143513737487e-18,0.274467110842093,0.25573120382653,1.64814736858254e-05,1.60949660749863e-06,0.233669688792777,1.52946620184949e-06,9.68142316315479e-06,-0.0321225292562385,2.59555436171732e-06,1.57534421780238e-14,-0.494263441101938,0.0736675892733635,0.0516433065742316,-3.57755123874269e-12,-0.550658109797935,0.0414705875460088,-4.33219659895656e-14,-0.176026739625491,3.42229804446259,3.50431670968624,-1.22881604891489e-05,-4.09855442904738e-07,3.97342667483066,-9.37528582869095e-07,-8.77314221270353e-06,0.257536894189281,-2.07897310477989e-06,4.29591994167133e-14,0.0586030887388521,-0.277324679707351,-1.70810070896338e-12,0.0663180615733416,0.123057445446237,-3.81859550370785e-14,0.0407090010762204,-2.40018030633393,2.0417678327396,2.52128759536951e-05,5.26759441622038e-07,-5.47567639708763,2.200321428329e-06,6.71660782547434e-06,-0.430954443948195,5.78496278658136e-06,9.1125574520301e-14,-0.375756007846353,0.090367152483387,0.0451802333353438,-4.73012504020629e-12,-0.431458475002426,0.0299982217511468,-3.21109167357251e-14,-0.146115284289969
8.66666666666667,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0350277382162968,-7.87672108901192e-18,0.456965487428203,5.12038942542644e-18,-0.206693531968827,-3.64502298081204e-18,0.330037355216264,0.268841154147302,1.5987969906317e-05,1.62453095809412e-06,0.289928625393032,1.50358528472746e-06,9.61571815227824e-06,-0.0289587597299829,2.46068027065505e-06,-2.36301632670358e-14,-0.494223471141104,0.0736675892733635,0.0342579703252305,-3.57755123874269e-12,-0.552435995370626,0.0434574225288082,-7.87672108901192e-14,-0.173121545326911,3.3897193237975,3.507252688914,-1.24496857267786e-05,-3.80164362537655e-07,3.98606720123971,-9.65408729584733e-07,-9.61829282886129e-06,0.260232319192477,-2.05586603296837e-06,-9.63327502071753e-14,0.0587778467278903,-0.274108687935031,-2.33221442954616e-12,0.0666451160915261,0.121667431730871,-2.43001532054136e-14,0.0399939965699289,-2.37694466063781,2.0417678327396,2.49700710108769e-05,3.98269583293796e-07,-5.50182112883431,2.19724695687985e-06,7.14141551449998e-06,-0.433854206313145,5.57889623387098e-06,-7.81076353031151e-14,-0.375600099434533,0.090367152483387,0.0327820872794719,-2.16797397676122e-12,-0.432750770278655,0.0304903442372959,-1.1976504079811e-13,-0.143692298223007
9.83333333333333,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0428679140813409,-6.30137687120954e-18,0.525805492128639,1.76176110739249e-17,-0.254436484612869,-6.94290091583246e-19,0.385605167582612,0.28619711072391,1.55009267921447e-05,1.66096467949411e-06,0.348469090232062,1.47678861138397e-06,9.46498580900457e-06,-0.0255790015206425,2.32741305394857e-06,7.87672108901192e-14,-0.495800737599702,0.0736675892733635,0.0382123211066086,5.96258539790449e-13,-0.555926492932738,0.0471877345203054,8.66439319791312e-14,-0.170692349543239,3.35754335221372,3.51041136185074,-1.26651233944841e-05,-4.14522712815504e-07,3.98681041210588,-9.94647076538954e-07,-1.05153175056216e-05,0.262753449113973,-2.02733718701609e-06,-1.18029315569152e-13,0.0591870346850182,-0.275454915286699,-7.29227610365136e-12,0.0672960553388509,0.120806727061257,-1.1021855203884e-13,0.0393944101238329,-2.35791194205748,2.0417678327396,2.48162218552395e-05,4.13427921108041e-07,-5.5054153239459,2.19710702109769e-06,7.70030872399019e-06,-0.436501057135552,5.3708665292973e-06,-2.95073288922879e-14,-0.376578239519367,0.090367152483387,0.0368390773320038,-1.97088543341929e-13,-0.435279354715071,0.0326690685525291,-1.73572522895811e-15,-0.141665155948658
11,0,0,0,0,0,0,0.2,1000,0,-25,0,0.051890637383733,-4.72603265340715e-18,0.594932604720012,-1.79647561197165e-17,-0.303115787440567,-8.67862614479057e-18,0.441642251119492,0.306476939604137,1.50614912902691e-05,1.64333997351935e-06,0.405928416343256,1.45163309666209e-06,9.74263426878341e-06,-0.0217744379071155,2.19673293444522e-06,7.87672108901192e-14,-0.499685030749141,0.0736675892733635,0.0280407786196996,7.15510247748538e-12,-0.561766291910625,0.0518499738091458,-6.30137687120954e-14,-0.1688286909813,3.32742962257826,3.51379619057186,-1.30405486409302e-05,-3.94108551653773e-07,3.99012788074072,-1.02859385098693e-06,-1.11540676694943e-05,0.265386924795941,-1.99426586355855e-06,2.3953008159622e-13,0.0597855270984211,-0.274038765723738,-5.91265630025786e-13,0.0682379390477462,0.119987562463258,7.89754979175942e-14,0.0389348599946224,-2.34629145211385,2.0417678327396,2.48879589159756e-05,2.70413551743559e-07,-5.51643619024824,2.20436721873666e-06,7.5906808616466e-06,-0.439572066127658,5.16272968820175e-06,1.35386567858733e-13,-0.379145793366943,0.090367152483387,0.0298691060653565,8.54050354481691e-12,-0.43949990906368,0.0353581279241468,1.18029315569152e-13,-0.140109913585724
12.1666666666667,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0625762165350251,6.30137687120954e-18,0.659352043891905,-1.99608401330183e-18,-0.343836440905937,-1.284436669429e-17,0.494603184282155,0.33372276497239,1.46202103201709e-05,1.57570983315452e-06,0.445870798909617,1.43205546337458e-06,9.63476395887675e-06,-0.0210881285622744,2.06810957248393e-06,-2.83561959204429e-13,-0.506949674487584,0.0736675892733635,0.0394655140893775,2.38503415916179e-12,-0.571477181867811,0.0326752520939173,-1.26027537424191e-13,-0.167427107835937,3.28752985343406,3.51636451293987,-1.36306366194106e-05,-3.45131027898814e-07,4.08818300723047,-1.07152944155934e-06,-1.16347342871137e-05,0.268385906717628,-1.95691352011806e-06,1.07614964195403e-13,0.0606367284088682,-0.266837978091877,3.77753041405363e-12,0.069507838232492,0.11331745539307,-7.37683222307198e-14,0.0386657325423609,-2.31913176494847,2.0417678327396,2.52231119324264e-05,1.84912788845615e-07,-5.69735891334422,2.22195796970546e-06,7.362028209279e-06,-0.442147241558333,4.95477991968585e-06,-3.47145045791623e-14,-0.384254704533799,0.090367152483387,0.0436349571441343,1.18253126005157e-12,-0.446947157606488,0.0164781986304009,-4.16574054949947e-14,-0.138936381691014
13.3333333333333,0,0,0,0,0,0,0.2,1000,0,-25,0,0.0736401615630366,1.57534421780238e-17,0.731081403012981,-5.38074820977015e-18,-0.398864095842931,2.22172829306639e-17,0.552577201941712,0.354645580406014,1.44934980683686e-05,1.57043754677383e-06,0.520503077596511,1.41183885861119e-06,8.78467715237363e-06,-0.0147432995376007,1.94190330482513e-06,-1.57534421780238e-13,-0.519286796948172,0.0736675892733635,0.0109893456288902,-1.43102049549708e-11,-0.584559692498185,0.052557588115953,-1.41780979602215e-13,-0.166934058087348,3.26197138027728,3.52083405294596,-1.43872624924768e-05,-6.01872030573971e-07,4.03639318305028,-1.12058928048028e-06,-1.28728916415355e-05,0.270504571735497,-1.91369808888453e-06,5.90146577845759e-14,0.0610044903458092,-0.267280369767805,3.51474568959773e-12,0.0707617350545641,0.115071521976914,-9.1125574520301e-14,0.0385216967787937,-2.32468348894899,2.0417678327396,2.57239229917161e-05,5.04410874059901e-07,-5.60409545669518,2.24930306784226e-06,8.90575280187988e-06,-0.445179829833275,4.74419392659797e-06,-3.81859550370785e-13,-0.392586430281203,0.090367152483387,0.0190302909889404,-1.58984758295823e-11,-0.456118273666319,0.0341247757164615,-1.49272369690398e-13,-0.138557847674877
